PSNR,SSIM,MSE,num_samples
17.332726628717964,0.9229520643753855,5.833156585693359,100
20.7096208852198,0.9384413506771853,3.4975204467773438,200
23.14362639751625,0.9518404636520418,2.5468711853027344,300
23.823773377446145,0.9582038621689357,2.087677001953125,400
26.89717966235983,0.9692960221793376,1.5071067810058594,500
25.3579193087528,0.9689912110618586,1.5736160278320312,600
26.668445320060957,0.9734774070497182,1.4426078796386719,700
28.07114611950588,0.9772615569387573,1.3445930480957031,800
28.262190591713242,0.979361843295765,1.2395515441894531,900
27.730161268845393,0.9797002273152343,1.4260406494140625,1000
29.05892440868304,0.9832344041586353,1.0271034240722656,1100
27.88836849604952,0.9777288919808059,1.35498046875,1200
31.00097732735263,0.9869201103646204,0.801422119140625,1300
29.9220735584875,0.9844496066479994,0.9939498901367188,1400
29.465837594896847,0.9845964057243575,0.9896965026855469,1500
28.10031521621202,0.9824906614266117,1.1335792541503906,1600
28.245073683783815,0.9816519402515378,1.4064407348632812,1700
29.774168869150934,0.9878616414486923,0.9589691162109375,1800
30.487973644675755,0.9891932338280214,0.8626937866210938,1900
30.973153611695956,0.9874025930958352,0.8865394592285156,2000
31.155271892461293,0.9888354666748568,0.81036376953125,2100
33.5820318737815,0.9917483981564695,0.6633796691894531,2200
29.922956190328016,0.9867321429004616,1.0575180053710938,2300
33.19505598120267,0.9914869675998285,0.6900367736816406,2400
33.59273773275237,0.9917190208444365,0.6859970092773438,2500
33.64947523493064,0.9918994871227742,0.6796951293945312,2600
34.17928144121992,0.9929466226706185,0.650665283203125,2700
34.0967168803851,0.9925667635593878,0.6500167846679688,2800
34.101772886969115,0.9926035448924797,0.6508445739746094,2900
34.111437947555025,0.992719538397379,0.65087890625,3000
