PSNR,SSIM,MSE,num_samples
16.531720722132345,0.9118628839977748,6.0792236328125,100
18.362905677571447,0.9178507764538464,4.67828369140625,200
18.369167153642017,0.9203731456292502,4.268035888671875,300
19.855946548292472,0.9364609681480097,3.5265350341796875,400
22.44565311609606,0.9512376544416192,2.3831024169921875,500
21.19898601356938,0.9578217692390585,2.4500274658203125,600
23.272585999334524,0.957824113009713,1.7464599609375,700
18.73968438086239,0.9507630026718572,3.3421173095703125,800
17.521662446961464,0.9484678537558308,3.94781494140625,900
18.88289486629401,0.9573874321030897,3.074371337890625,1000
18.505584331410777,0.9590722428066388,2.979583740234375,1100
18.779868765280966,0.9672560110325102,2.70501708984375,1200
31.367022488315534,0.9878560182851573,0.6469879150390625,1300
31.423852947500595,0.990123916522047,0.6588897705078125,1400
30.705866761851933,0.9883339998340025,0.6881103515625,1500
31.253612324412806,0.9902290487489122,0.6426544189453125,1600
31.24987578133461,0.9907104585136398,0.6144256591796875,1700
31.940528736007074,0.9908671402030002,0.6337890625,1800
31.916179316525458,0.9917614142163937,0.626739501953125,1900
31.94137316108341,0.9917854245535391,0.6216278076171875,2000
31.889584491698177,0.9917344780889766,0.6203765869140625,2100
31.742435178727067,0.9915453409929068,0.6230010986328125,2200
31.72658779713677,0.9914130344656081,0.614837646484375,2300
31.732178210398317,0.9915347236085933,0.6041412353515625,2400
31.557208170433647,0.9913579397760113,0.61187744140625,2500
31.807420626686216,0.991683213830045,0.6073150634765625,2600
31.8521558375286,0.9917589352684376,0.6170501708984375,2700
31.947089938994722,0.9918930223635721,0.6273651123046875,2800
31.929589766077843,0.9918854096014486,0.6237945556640625,2900
