PSNR,SSIM,MSE,num_samples
17.467701254331466,0.9241811531573728,5.755409240722656,100
20.452441071178747,0.9395404736968432,3.6561050415039062,200
22.9079847739423,0.9493915523232405,2.698780059814453,300
23.67436231035113,0.956554033171844,2.2228240966796875,400
26.032484061972042,0.964571226431715,1.5400352478027344,500
26.92542136898186,0.9709256364303076,1.5393638610839844,600
27.665492876772106,0.9745615604388702,1.3538589477539062,700
26.243215642666993,0.9747603454726191,1.636474609375,800
27.54454019554525,0.9770363231169483,1.5626182556152344,900
26.715244580921198,0.9794374258220311,1.4510993957519531,1000
27.37910124171308,0.9812329778882675,1.1613960266113281,1100
29.15348460755756,0.9833222144504399,1.0071220397949219,1200
28.990281833408403,0.9816923168481322,1.0806655883789062,1300
31.082333072673826,0.9870459596269923,0.7440338134765625,1400
30.531764249104526,0.9860221305011327,0.9185104370117188,1500
30.0351280755443,0.9851931278795568,1.0968055725097656,1600
30.553118891315872,0.9868618665016868,0.9100151062011719,1700
30.836798049472876,0.9888261152827422,0.8334426879882812,1800
32.15484757078521,0.9889389495004404,0.6875152587890625,1900
32.87700621100006,0.9890621850032452,0.7113418579101562,2000
30.75529126922783,0.9874410205537835,0.8132553100585938,2100
32.891484123665236,0.9913051143687873,0.6686477661132812,2200
29.532279995679374,0.9860746867340389,0.8865814208984375,2300
30.343704931185684,0.9871843265362614,0.8679008483886719,2400
32.16833160189147,0.990798014728427,0.7301673889160156,2500
33.69014230242432,0.9921227089842184,0.6550521850585938,2600
31.66057844034598,0.9901952336767258,0.772918701171875,2700
33.71075169816273,0.9915723119229185,0.6771049499511719,2800
33.82275006257856,0.9918287761495247,0.6766853332519531,2900
33.77261718582329,0.9919078499940496,0.6646385192871094,3000
