PSNR,SSIM,MSE,num_samples
17.018512930702713,0.9236703030881716,5.862709045410156,100
21.143201059286252,0.9402117758681867,3.4200897216796875,200
22.431326059056502,0.9486872465003044,2.9036865234375,300
24.54432111258138,0.9593016059059587,2.0302085876464844,400
25.340748373984976,0.9681888384872349,1.6514205932617188,500
25.572484772254874,0.9691797852418185,1.5541725158691406,600
25.36577445916807,0.970518947139667,1.6855888366699219,700
27.749450216522714,0.9752945886480289,1.3912124633789062,800
28.878339862423637,0.979658851738725,1.2478485107421875,900
29.06685215128357,0.9798849725527708,1.6973495483398438,1000
29.302443631140786,0.9837756322399895,0.9459266662597656,1100
30.644312153974877,0.9846415239984128,0.8198432922363281,1200
31.23159830862813,0.9859711669485349,0.7952957153320312,1300
29.802002221469756,0.9857208645651947,1.171966552734375,1400
31.560482232720208,0.9890693921026418,0.7425956726074219,1500
30.90391582804844,0.9863574741868176,0.8047523498535156,1600
32.43214967213964,0.9886124379517506,0.7032356262207031,1700
30.45634729161768,0.986075629269332,0.9366531372070312,1800
31.12055982649251,0.9875902212091889,0.8607826232910156,1900
33.93016422027932,0.9914600388223396,0.6495475769042969,2000
31.808147813716992,0.9887055534119914,0.8697242736816406,2100
30.441969270615473,0.9856554363072476,1.037078857421875,2200
31.480259229114818,0.9902901075262522,0.7551345825195312,2300
30.546415007108298,0.9881223340885992,0.8718299865722656,2400
33.41916879977166,0.9918885738194743,0.6617927551269531,2500
34.53745403419384,0.9924375836027355,0.6223297119140625,2600
34.600726842665026,0.992773174046476,0.6228141784667969,2700
34.68746869264635,0.993114077028582,0.6279258728027344,2800
34.73459766785043,0.9934812773606452,0.6230125427246094,2900
34.76961235209437,0.9932437515504478,0.6255722045898438,3000
