PSNR,SSIM,MSE,num_samples
17.24461264982215,0.9207667884124314,5.846370697021484,100
20.423873146771346,0.9381711915345678,3.7256736755371094,200
23.26714342157492,0.949440996986191,2.5956993103027344,300
23.962353121466794,0.9584066362144192,2.0344772338867188,400
25.737717752654426,0.966303898447682,1.7842750549316406,500
24.847859408715326,0.9679310957280604,1.6799736022949219,600
24.26655547674636,0.9695775086219347,1.6835060119628906,700
26.44102733292538,0.9733928665211102,1.6640510559082031,800
27.954106307551946,0.980719074877027,1.12530517578125,900
28.626906560600133,0.9791669785552156,1.1679191589355469,1000
27.779624195844036,0.978245001098686,1.4380111694335938,1100
27.824568226433133,0.980053573987027,1.332244873046875,1200
27.887216034086588,0.9796463491431963,1.1933097839355469,1300
28.518509782701,0.9846155726733176,1.0547218322753906,1400
30.664087882239862,0.9857755288867724,0.8510322570800781,1500
30.348995945627884,0.9865607505388572,0.87518310546875,1600
30.587821120015317,0.9836261293030621,1.0418281555175781,1700
31.834656928245067,0.9871106974167696,0.8228302001953125,1800
33.32161693436642,0.9906817431793365,0.6947555541992188,1900
32.29791651674286,0.9886972483491965,0.7423896789550781,2000
30.164036431026513,0.9874297324946608,0.9370613098144531,2100
33.9924093077159,0.9918103238988341,0.6796875,2200
30.31889673575285,0.9868018228090859,1.1613731384277344,2300
29.140535064258657,0.9861775471922718,1.1341056823730469,2400
30.24508813287781,0.9875047791087547,1.0196456909179688,2500
32.32561003642823,0.9899719354811277,0.7882957458496094,2600
34.50297074054963,0.9929528665462491,0.6416969299316406,2700
34.42083937968413,0.9926852347206865,0.6376800537109375,2800
34.48286427643685,0.9930070632113063,0.6360664367675781,2900
34.454397272670946,0.9928892234515223,0.6405601501464844,3000
