PSNR,SSIM,MSE,num_samples
17.636652385346732,0.9263785679731367,4.9591217041015625,100
21.65893721454315,0.9456044912010564,2.885814666748047,200
24.672487257541135,0.9597957164823189,2.007476806640625,300
26.144477119734645,0.9646929744255135,1.6212234497070312,400
27.021932996196686,0.9702198704605342,1.4399490356445312,500
28.589335825950275,0.9797447233028267,0.969879150390625,600
30.661718529905098,0.9827313154525114,0.8979644775390625,700
31.103546915811776,0.9839169883034594,0.8537864685058594,800
32.48579666897348,0.9872853434278654,0.7353401184082031,900
32.171438377001245,0.9878011613388803,0.7314224243164062,1000
29.849162661295697,0.9874199845141688,0.9521751403808594,1100
32.09361887690991,0.9891229328334553,0.7255592346191406,1200
31.822660811368998,0.9882744074687838,0.7309761047363281,1300
35.477103021655324,0.9926121004835922,0.5951118469238281,1400
34.6069285711134,0.9922255701184396,0.6102142333984375,1500
34.22121171981594,0.9897027041520102,0.6267356872558594,1600
32.69842337136432,0.9901549097257466,0.7071685791015625,1700
35.36693704950764,0.9931258402790122,0.5896797180175781,1800
35.357614481943735,0.9926625296413302,0.5976676940917969,1900
30.58207454920918,0.9799480965879857,1.2357330322265625,2000
32.45104394163073,0.9887275542952998,0.8506584167480469,2100
35.36970385900777,0.9923908209174321,0.5985221862792969,2200
35.36970385900777,0.9923908209174321,0.5985221862792969,2300
35.36970385900777,0.9923908209174321,0.5985221862792969,2400
35.65047033972316,0.9941805004122164,0.5788002014160156,2500
35.36970385900777,0.9923908209174321,0.5985221862792969,2600
35.36970385900777,0.9923908209174321,0.5985221862792969,2700
35.36970385900777,0.9923908209174321,0.5985221862792969,2800
35.36970385900777,0.9923908209174321,0.5985221862792969,2900
